NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES
Rolls n Kababz,200,"Rolls,Biryani,North Indian",Kochi,Kaloor,https://www.zomato.com/kochi/rolls-n-kababz-kaloor/info,68,Quick Bites,2pm to 12midnight(Mon-Sun),Average,3.1,4
Hotel Sehiyon Ootushala,200,Kerala,Kochi,Chittoor Road,https://www.zomato.com/kochi/hotel-sehiyon-ootushala-chittor-road/info,24,Casual Dining,"9am to 1030pm(Mon-Fri),Closed(Sat-Sun)",Good,3.8,35
Thommoos Family Restaurant,500,"Chinese,Seafood",Kochi,Marine Drive,https://www.zomato.com/kochi/thommoos-family-restaurant-marine-drive/info,24,Quick Bites,11am to 11am(Mon-Sun),Good,3.5,44
Vasantha Vihar Pure Veg Restaurant,200,South Indian,Kochi,MG Road,https://www.zomato.com/kochi/vasantha-vihar-pure-veg-restaurant-mg-road/info,24,Casual Dining,630am to 1030pm(Mon-Sun),Good,3.8,43
Courtyard - The Classik Fort,950,"North Indian,South Indian,Chinese",Kochi,Marad,https://www.zomato.com/kochi/courtyard-the-classik-fort-marad/info,24,Casual Dining,7am to 11pm(Mon-Sun),Good,3.9,28
Sharma Restaurant,250,"South Indian,North Indian",Kochi,Marine Drive,https://www.zomato.com/kochi/sharma-restaurant-marine-drive/info,24,Casual Dining,"9am to 4pm,6pm to 1145pm(Mon-Sun)",Good,3.8,79
Max Fun Multi Cuisine Restaurant,500,"North Indian,Chinese",Kochi,Tripunithura,https://www.zomato.com/kochi/max-fun-multi-cuisine-restaurant-tripunithura/info,24,Casual Dining,930am to 11pm(Mon-Sun),Average,2.5,43
Regency,800,"Chinese,Mughlai",Kochi,Abad Plaza-- Kacheripady,https://www.zomato.com/kochi/regency-mg-road/info,24,Casual Dining,"7am to 10am,12noon to 3pm,7pm to 11pm(Mon-Sun)",Good,3.5,19
Kadayil Oru Thattukada,400,"South Indian,Arabian,Beverages",Kochi,MG Road,https://www.zomato.com/kochi/kadayil-oru-thattukada-mg-road/info,24,Casual Dining,"10am to 10pm(Mon-Sat),Closed(Sun)",Average,3.2,41
Kunju's JamRolls,200,Bakery,Kochi,Kakkanad,https://www.zomato.com/kochi/kunjus-jamrolls-1-kakkanad/info,24,Bakery,9am to 830pm(Mon-Sun),Good,3.6,28
Lilliput Multi Cuisine Restaurant,800,"Kerala,South Indian",Kochi,Vypin,https://www.zomato.com/kochi/lilliput-multi-cuisine-restaurant-vypin/info,24,Casual Dining,11am to 11pm(Mon-Sun),Good,3.7,22
Hot Wok,500,"Chinese,South Indian,Kerala",Kochi,Aluva,https://www.zomato.com/kochi/hot-wok-aluva/info,24,Casual Dining,830am to 11pm(Mon-Sun),Average,3.3,28
Raw Squeezed,400,Juices,Kochi,Vyttila,https://www.zomato.com/kochi/raw-squeezed-vyttila/info,24,Quick Bites,8am to 8pm(Mon-Sun),Good,3.8,20
Pizzeria,500,"Pizza,Italian",Kochi,MG Road,https://www.zomato.com/kochi/pizzeria-mg-road/info,24,Quick Bites,11am to 9pm(Mon-Sun),Average,2.6,35
Sugar Craft,500,"Bakery,Desserts",Kochi,Tripunithura,https://www.zomato.com/kochi/sugar-craft-tripunithura/info,24,Bakery,8am to 9pm(Mon-Sun),Average,3.4,10
Ze Darbar,350,"Arabian,Kerala,Biryani",Kochi,Kaloor,https://www.zomato.com/kochi/ze-darbar-kaloor/info,24,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,9
Masafi Restaurant,350,"South Indian,Kerala,Juices",Kochi,Kakkanad,https://www.zomato.com/kochi/masafi-restaurant-1-kakkanad/info,63,Quick Bites,11am to 2am(Mon-Sun),Good,3.5,41
Cane Home,300,"Cafe,Healthy Food",Kochi,Mattancherry,https://www.zomato.com/kochi/cane-home-mattancherry/info,63,Café,10am to 12midnight(Mon-Sun),Good,3.8,43
Biriyani Mahal,150,"South Indian,North Indian",Kochi,Aluva,https://www.zomato.com/kochi/biriyani-mahal-aluva/info,63,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.5,45
Pathiri Restaurant,300,"Chinese,Kerala",Kochi,Perumbavoor,https://www.zomato.com/kochi/pathiri-restaurant-perumbavoor/info,63,Quick Bites,11am to 12midnight(Mon-Sun),None,NEW,NEW
Bob Daniel's Artisan Pizzeria,400,"Cafe,Fast Food,Grill,Steak,French,Italian,BBQ,Pizza",Kochi,Vyttila,https://www.zomato.com/kochi/bob-daniels-artisan-pizzeria-vyttila/info,63,Café,11am to 12midnight(Mon-Sun),Average,3.3,31
Rose Garden Restaurant,800,"Seafood,Italian",Kochi,Fort Kochi,https://www.zomato.com/kochi/rose-garden-restaurant-fort-kochi/info,63,Casual Dining,830am to 12midnight(Mon-Sun),Average,2.9,13
Fort Kitchen,350,"Kerala,Seafood",Kochi,Kakkanad,https://www.zomato.com/kochi/fort-kitchen-kakkanad/info,63,Casual Dining,8am to 1130pm(Mon-Sun),Average,2.5,22
Arabian Dreams,400,"Arabian,Juices",Kochi,Palarivattom,https://www.zomato.com/kochi/arabian-dreams-palarivattom/info,63,Casual Dining,4pm to 12midnight(Mon-Sun),Average,3.3,28
Al Chef Malabari,300,"Arabian,North Indian",Kochi,Aluva,https://www.zomato.com/kochi/al-chef-malabari-1-aluva/info,63,Quick Bites,11am to 12midnight(Mon-Sun),Very Good,4.1,17
Thamburans,250,"Kerala,Arabian,Chinese,South Indian",Kochi,Kalamassery,https://www.zomato.com/kochi/thamburans-1-kalamassery/info,63,Quick Bites,10am to 12midnight(Mon-Sun),Good,3.5,33
Food Stop Diner,300,"North Indian,South Indian,Biryani",Kochi,Pallimukku,https://www.zomato.com/kochi/food-stop-diner-pallimukku/info,63,Casual Dining,24,Good,3.8,22
Hotel Sona,400,"Seafood,North Indian,Chinese",Kochi,MG Road,https://www.zomato.com/kochi/hotel-sona-mg-road/info,63,Quick Bites,7am to 12midnight(Mon-Sun),Average,3.4,34
Burger Hutz,400,Fast Food,Kochi,Edappally,https://www.zomato.com/kochi/burger-hutz-1-edappally/info,63,Quick Bites,1130am to 1230AM(Mon-Sun),Average,3.0,30
Silverspoon,400,"Indian,Arabian",Kochi,Edappally,https://www.zomato.com/kochi/silverspoon-edappally/info,63,Quick Bites,12noon to 12midnight(Mon-Sun),Good,3.6,21
Masters Cafe,400,"Cafe,South Indian,Sandwich,Kerala",Kochi,Kaloor,https://www.zomato.com/kochi/masters-cafe-kaloor/info,63,Café,11am to 12midnight(Mon-Sun),None,NEW,NEW
The Ice Cream Factory,200,Ice Cream,Kochi,Kakkanad,https://www.zomato.com/kochi/the-ice-cream-factory-kakkanad/info,29,Dessert Parlor,11am to 11pm(Mon-Sun),Average,3.3,19
Hotel Sree Abhirami,150,"South Indian,North Indian,Kerala",Kochi,Palarivattom,https://www.zomato.com/kochi/hotel-sree-abhirami-palarivattom/info,29,Casual Dining,7am to 1030pm(Mon-Sun),Average,2.7,26
Dhe Chef,200,"North Indian,South Indian,Chinese",Kochi,Angamali,https://www.zomato.com/kochi/dhe-chef-angamali/info,29,Casual Dining,6am to 11pm(Mon-Sun),Good,3.6,22
Appavum Chickenum Oru Naadan Ruchikkoottu (App Chick...,400,Fast Food,Kochi,Edappally,https://www.zomato.com/kochi/appavum-chickenum-oru-naadan-ruchikkoottu-app-chick-4-u-edappally/info,29,Casual Dining,7am to 11pm(Mon-Sun),Average,3.4,23
Hotel Sree Abhirami,400,South Indian,Kochi,Edappally,https://www.zomato.com/kochi/hotel-sree-abhirami-1-edappally/info,29,Casual Dining,7am to 11pm(Mon-Sun),Good,3.5,29
The Grand Hotel,600,"North Indian,Chinese,Kerala,Biryani",Kochi,Aluva,https://www.zomato.com/kochi/the-grand-hotel-1-aluva/info,29,Casual Dining,7am to 8pm(Mon-Sun),Good,3.6,17
Zesti Arabia,400,South Indian,Kochi,Thopumpady,https://www.zomato.com/kochi/zesti-arabia-thoppumpady/info,29,Casual Dining,1030am to 11pm(Mon-Sun),Good,3.6,18
Temptee Delights,200,"Bakery,Desserts",Kochi,Edappally,https://www.zomato.com/kochi/temptee-delights-kochi/info,29,none,,Not rated,-,-
Momo Point,200,Chinese,Kochi,Kakkanad,https://www.zomato.com/kochi/momo-point-kakkanad/info,29,Quick Bites,10am to 11pm(Mon-Sun),Average,3.1,22
B for Biryani,300,"Biryani,South Indian",Kochi,Mattancherry,https://www.zomato.com/kochi/b-for-biryani-mattancherry/info,29,Casual Dining,11am to 330pm(Mon-Sun),Good,3.8,27
Kuttanadan by TSK,300,South Indian,Kochi,Kakkanad,https://www.zomato.com/kochi/kuttanadan-by-tsk-kakkanad/info,29,Food Court,8am to 11pm(Mon-Sun),Average,3.2,27
Pavis,350,"Bakery,Desserts",Kochi,Palarivattom,https://www.zomato.com/kochi/pavis-palarivattom/info,29,Bakery,930am to 10pm(Mon-Sun),Not rated,-,-
Thavi,200,"South Indian,Kerala",Kochi,Kaloor,https://www.zomato.com/kochi/thavi-kaloor/info,29,Quick Bites,11am to 10pm(Mon-Sun),Good,3.6,23
UBQ by Barbeque Nation,450,"North Indian,BBQ,Kebab,Biryani",Kochi,Kacheripady,https://www.zomato.com/kochi/ubq-by-barbeque-nation-kacherippady/info,29,none,"12noon to 330pm,7pm to 1030pm(Mon-Sun)",Average,3.4,10
Usman's Hotel,200,"Kerala,Indian",Kochi,Kalamassery,https://www.zomato.com/kochi/usmans-hotel-kalamassery/info,29,Quick Bites,10am to 11pm(Mon-Sun),Good,3.5,22
Chillout,150,"Juices,Beverages,Ice Cream,Desserts",Kochi,Marine Drive,https://www.zomato.com/kochi/chillout-marine-drive/info,37,Beverage Shop,10am to 8pm(Mon-Sun),Average,3.2,4
Kerala Cafe,500,"Kerala,Seafood",Kochi,Fort Kochi,https://www.zomato.com/kochi/kerala-cafe-fort-kochi/info,37,Quick Bites,930am to 11pm(Mon-Sun),Average,2.7,10
Exotica,400,"North Indian,Chinese,Continental",Kochi,Pallimukku,https://www.zomato.com/kochi/exotica-pallimukku/info,37,Quick Bites,"630am to 1030am,1215pm to 1pm,7pm to 11pm...",Average,3.0,6
Juice Time,200,Juices,Kochi,Palarivattom,https://www.zomato.com/kochi/juice-time-palarivattom/info,37,Beverage Shop,11am to 11pm(Mon-Sun),Average,3.0,4
Hotel Sana,400,"South Indian,Chinese",Kochi,Kakkanad,https://www.zomato.com/kochi/hotel-sana-kakkanad/info,37,Quick Bites,9am to 11pm(Mon-Sun),Average,3.2,8
Sarada Green Food,250,North Indian,Kochi,Vyttila,https://www.zomato.com/kochi/sarada-green-food-vyttila/info,37,Quick Bites,10am to 6pm(Mon-Sun),Average,3.3,5
Febina,350,"Kerala,Chinese",Kochi,Fort Kochi,https://www.zomato.com/kochi/febina-fort-kochi/info,37,Casual Dining,830am to 1030pm(Mon-Sun),Average,3.0,8
ibaco,300,"Ice Cream,Desserts",Kochi,LuLu Mall-- Edappally,https://www.zomato.com/kochi/ibaco-edappally/info,37,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.6,10
Kamalia Foodies,300,"Kerala,North Indian,Chinese,Seafood",Kochi,Aluva,https://www.zomato.com/kochi/kamalia-foodies-aluva/info,37,Casual Dining,11am to 11pm(Mon-Sun),Average,2.8,12
Vaishali Dhaba,150,"North Indian,Chinese",Kochi,Thevera,https://www.zomato.com/kochi/vaishali-dhaba-thevara/info,37,Quick Bites,7am to 1030pm(Mon-Sun),Average,2.9,15
The Juice Spot,150,Juices,Kochi,Palarivattom,https://www.zomato.com/kochi/the-juice-spot-palarivattom/info,37,Beverage Shop,11am to 11pm(Mon-Sun),Not rated,-,-
Hotel Anandhaas - Edappally,250,South Indian,Kochi,Edappally,https://www.zomato.com/kochi/hotel-anandhaas-edappally-edappally/info,37,Casual Dining,7am to 8pm(Mon-Sun),Average,3.3,7
Royal Malabar,400,"Kerala,South Indian",Kochi,Thopumpady,https://www.zomato.com/kochi/royal-malabar-thoppumpady/info,37,Casual Dining,11am to 11pm(Mon-Sun),Average,3.0,9
Amul Ice Cream Parlour,200,"Ice Cream,Desserts",Kochi,Kacheripady,https://www.zomato.com/kochi/amul-ice-cream-parlour-kacherippady/info,37,Dessert Parlor,"11am to 11pm(Mon),11am to 10pm(Tue-Sun)",Average,2.9,10
China Green By Freeze Inn,250,Chinese,Kochi,Edappally,https://www.zomato.com/kochi/china-green-by-freeze-inn-edappally/info,37,Quick Bites,12noon to 10pm(Mon-Sun),Average,3.4,13
Ifthar,400,Kerala,Kochi,Thopumpady,https://www.zomato.com/kochi/ifthar-thoppumpady/info,31,Casual Dining,8am to 1130pm(Mon-Sun),Good,3.7,91
Thalassery Restaurant,300,"South Indian,Kerala",Kochi,Kaloor,https://www.zomato.com/kochi/thalassery-restaurant-kaloor/info,31,Casual Dining,11am to 11pm(Mon-Sun),Average,2.7,23
Avocado Organic Juice & Ice Creams,150,"Beverages,Juices,Desserts",Kochi,Edappally,https://www.zomato.com/kochi/avocado-organic-juice-ice-creams-edappally/info,31,Beverage Shop,9am to 10pm(Mon-Sun),Average,3.4,7
Cheenavala,600,"North Indian,Chinese,Continental",Kochi,Yuvarani Residency-- Jose Junction,https://www.zomato.com/kochi/cheenavala-pallimukku/info,31,Casual Dining,"7am to 1030am,12noon to 3pm,7pm to 11pm(Mon-Sun)",Average,2.7,23
De Paris,300,"North Indian,Arabian,Chinese",Kochi,Chullickal,https://www.zomato.com/kochi/de-paris-chullickal/info,31,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.1,15
Bake tree,150,"Bakery,Tea",Kochi,Vyttila,https://www.zomato.com/kochi/bake-tree-vyttila/info,31,Bakery,,Average,3.1,16
Kettuvallam Seafood Restaurant,300,"South Indian,Kerala",Kochi,Vyttila,https://www.zomato.com/kochi/kettuvallam-seafood-restaurant-vyttila/info,31,Casual Dining,8am to 10pm(Mon-Sun),Average,3.3,16
Bakery B by Best Bakers,200,Bakery,Kochi,Aluva,https://www.zomato.com/kochi/bakery-b-by-best-bakers-aluva/info,31,Bakery,9am to 930pm(Mon-Sun),Good,3.5,15
Cafe Watheen,700,"Cafe,European,Continental,Beverages",Kochi,Kaloor,https://www.zomato.com/kochi/cafe-watheen-3-kaloor/info,31,Café,11am to 11pm(Mon-Sun),Average,3.4,12
Al - Jafna,200,South Indian,Kochi,Chittoor Road,https://www.zomato.com/kochi/al-jafna-chittor-road/info,31,Casual Dining,8am to 1015pm(Mon-Sun),Good,3.5,20
Cinema Cafe,250,"Kerala,South Indian,Biryani",Kochi,Kacheripady,https://www.zomato.com/kochi/cinema-cafe-kacherippady/info,31,Casual Dining,"730am to 830pm(Mon-Sat),Closed(Sun)",Average,3.3,23
Kitchen Zaika,300,"Kerala,Chinese,Indian",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/kitchen-zaika-2-panampilly-nagar/info,31,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,16
Noodle King,450,Chinese,Kochi,Oberon Mall-- Edappally,https://www.zomato.com/kochi/noodle-king-1-edappally/info,31,Quick Bites,1130am to 10pm(Mon-Sun),Poor,2.4,21
Cassia,300,Fast Food,Kochi,Thopumpady,https://www.zomato.com/kochi/cassia-thoppumpady/info,31,Quick Bites,2pm to 11pm(Mon-Sun),Average,3.4,6
Marina The Sea Face Restaurant,500,"Kerala,Chinese,Seafood",Kochi,Fort Kochi,https://www.zomato.com/kochi/marina-the-sea-face-restaurant-fort-kochi/info,31,Casual Dining,9am to 9pm(Mon-Sun),Average,3.3,13
Thakkaaram,600,"Kerala,South Indian",Kochi,Vyttila,https://www.zomato.com/kochi/thakkaaram-vyttila/info,7,Quick Bites,11am to 11pm(Mon-Sun),Good,3.9,624
Pizza Hut,600,"Mexican,Beverages,Fast Food,Desserts,Italian,Pizza,Salad,Ice Cream",Kochi,Edappally,https://www.zomato.com/kochi/pizza-hut-edappally/info,7,Casual Dining,11am to 11pm(Mon-Sun),Good,3.9,457
Dessi Cuppa,200,"Beverages,Juices",Kochi,Kakkanad,https://www.zomato.com/kochi/dessi-cuppa-kakkanad/info,7,Beverage Shop,11am to 1130pm(Mon-Sun),Very Good,4.0,115
Shifu's Momos,200,"Fast Food,Chinese,Momos",Kochi,GCDA Shopping Complex-- Panampily Nagar,https://www.zomato.com/kochi/shifus-momos-panampilly-nagar/info,7,Quick Bites,"230pm to 830pm(Mon-Sat),Closed(Sun)",Excellent,4.6,487
De Cafe Canopy,400,"Arabian,Chinese,Biryani",Kochi,Aluva,https://www.zomato.com/kochi/de-cafe-canopy-1-aluva/info,7,Quick Bites,9am to 12midnight(Mon-Sun),Very Good,4.2,167
Fusion Bay,600,"Kerala,Seafood",Kochi,Fort Kochi,https://www.zomato.com/kochi/fusion-bay-fort-kochi/info,7,Quick Bites,12noon to 10pm(Mon-Sun),Very Good,4.4,303
Lokah Restaurant & Café,800,"Continental,Asian,American,Mexican,Italian,French,Turkish,North Indian",Kochi,Vyttila,https://www.zomato.com/kochi/lokah-restaurant-café-vyttila/info,7,Casual Dining,11am to 11pm(Mon-Sun),Good,3.8,358
Masafi Restaurant,350,"Kerala,South Indian,Chinese,Juices",Kochi,Vyttila,https://www.zomato.com/kochi/masafi-restaurant-vyttila/info,7,Quick Bites,11am to 2am(Mon-Sun),Good,3.7,169
Hotel Paradise - Palarivattom,200,"Kerala,South Indian,North Indian",Kochi,Palarivattom,https://www.zomato.com/kochi/hotel-paradise-palarivattom-palarivattom/info,7,Casual Dining,7am to 12noon(Mon-Sun),Good,3.7,370
Cheenavala,900,Seafood,Kochi,Edappally,https://www.zomato.com/kochi/cheenavala-edappally/info,7,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.0,239
Donut Factory,500,"Cafe,Desserts,Steak",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/donut-factory-1-panampilly-nagar/info,7,Café,10am to 11pm(Mon-Sun),Very Good,4.0,359
Urban Paratha,200,North Indian,Kochi,Kakkanad,https://www.zomato.com/kochi/urban-paratha-kakkanad/info,7,Quick Bites,"12noon to 330pm,7pm to 1030pm(Mon-Sun)",Very Good,4.1,319
Indian Biriyani House,400,"Biryani,North Indian",Kochi,Kakkanad,https://www.zomato.com/kochi/indian-biriyani-house-kakkanad/info,7,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.8,375
Oceanos,1000,"Kerala,Portuguese,Seafood",Kochi,Elphinstone Residency-- Fort Kochi,https://www.zomato.com/kochi/oceanos-fort-kochi/info,7,Casual Dining,130pm to 1030pm(Mon-Sun),Very Good,4.4,218
Brindhavan Vegetarian Restaurant,300,"South Indian,North Indian,Chinese",Kochi,Palarivattom,https://www.zomato.com/kochi/brindhavan-vegetarian-restaurant-palarivattom/info,7,Quick Bites,7am to 10pm(Mon-Sun),Very Good,4.4,260
Ojeen,450,"Kerala,Chinese,North Indian",Kochi,Marine Drive,https://www.zomato.com/kochi/ojeen-1-marine-drive/info,14,Casual Dining,9am to 930pm(Mon-Sun),Good,3.9,90
Biriyani Hut,400,"North Indian,Biryani",Kochi,Kakkanad,https://www.zomato.com/kochi/biriyani-hut-kakkanad/info,14,Casual Dining,12noon to 11pm(Mon-Sun),Average,2.6,122
Curry Tree Diner,500,"North Indian,South Indian,Chinese",Kochi,Kadavanthra,https://www.zomato.com/kochi/curry-tree-diner-kadavanthra/info,14,Casual Dining,10am to 11pm(Mon-Sun),Good,3.8,65
Rochas Cafe & Bistro,500,Cafe,Kochi,Kakkanad,https://www.zomato.com/kochi/rochas-cafe-bistro-kakkanad/info,14,Café,11am to 1030pm(Mon-Sun),Average,2.9,78
Nila,500,"Kerala,South Indian,North Indian,Chinese",Kochi,Edappally,https://www.zomato.com/kochi/nila-edappally/info,14,Casual Dining,11am to 11pm(Mon-Sun),Average,2.8,138
The Big Falooda,200,"Beverages,Desserts",Kochi,Kacheripady,https://www.zomato.com/kochi/the-big-falooda-kacherippady/info,14,Dessert Parlor,11am to 12midnight(Mon-Sun),Very Good,4.0,107
Canopy,400,Fast Food,Kochi,Abad Plaza-- Kacheripady,https://www.zomato.com/kochi/canopy-1-mg-road/info,14,Quick Bites,24,Good,3.9,105
Kadambra Restaurant,300,Kerala,Kochi,Kakkanad,https://www.zomato.com/kochi/kadambra-restaurant-kakkanad/info,14,Casual Dining,8am to 9pm(Mon-Sun),Good,3.9,107
"Pandhal Cake Shop, Panampilly Nagar",200,"Desserts,Bakery",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/pandhal-cake-shop-panampilly-nagar-panampilly-nagar/info,14,Dessert Parlor,9am to 930pm(Mon-Sun),Very Good,4.1,116
Pathumma's Kitchen,350,"Kerala,South Indian",Kochi,Marine Drive,https://www.zomato.com/kochi/pathummas-kitchen-marine-drive/info,14,Quick Bites,11am to 11pm(Mon-Sun),Average,2.7,119
Food Magic,300,"South Indian,Biryani",Kochi,Chittoor Road,https://www.zomato.com/kochi/food-magic-chittor-road/info,14,Casual Dining,7am to 1030pm(Mon-Sun),Good,3.8,117
Hotel Shree Aryas,200,"North Indian,South Indian,Chinese",Kochi,Kakkanad,https://www.zomato.com/kochi/hotel-shree-aryas-kakkanad/info,14,Casual Dining,7am to 10pm(Mon-Sun),Average,3.1,99
Surya Restaurant,500,"Chinese,North Indian,Seafood,Kerala,Biryani",Kochi,Aluva,https://www.zomato.com/kochi/surya-restaurant-aluva/info,14,Casual Dining,9am to 11pm(Mon-Sun),Good,3.6,86
Feast,900,"Kerala,Mughlai,Chinese,Continental",Kochi,Travancore Court by Spree-- Pallimukku,https://www.zomato.com/kochi/feast-pallimukku/info,14,Casual Dining,"730am to 10am,1230pm to 3pm,4pm to 11pm...",Very Good,4.1,62
Kitchen Tellicherry,650,"Kerala,South Indian",Kochi,GCDA Shopping Complex-- Panampily Nagar,https://www.zomato.com/kochi/kitchen-tellicherry-panampilly-nagar/info,14,Casual Dining,11am to 11pm(Mon-Sun),Average,2.9,117
Peppers Cafe,500,"South Indian,North Indian",Kochi,Vyttila,https://www.zomato.com/kochi/peppers-cafe-vyttila/info,60,Casual Dining,7am to 9pm(Mon-Sun),Not rated,-,-
Hainess,150,"Beverages,Juices",Kochi,Thevera,https://www.zomato.com/kochi/hainess-thevara/info,60,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Hotel Liba,300,"Kerala,Chinese",Kochi,Kakkanad,https://www.zomato.com/kochi/hotel-liba-kakkanad/info,60,Quick Bites,9am to 11pm(Mon-Sun),Not rated,-,-
Hotel Patna Bihar Express,400,"South Indian,North Indian",Kochi,Thevera,https://www.zomato.com/kochi/hotel-patna-bihar-express-thevara/info,60,Quick Bites,7am to 1130pm(Mon-Sun),Average,3.0,80
Grand Vattekkad Restaurant,500,"South Indian,North Indian",Kochi,Kakkanad,https://www.zomato.com/kochi/grand-vattekkad-restaurant-kakkanad/info,60,Casual Dining,6am to 12midnight(Mon-Sun),Average,3.3,72
Oregano Resto Cafe 24,600,"Continental,Italian,North Indian,Chinese",Kochi,Pallimukku,https://www.zomato.com/kochi/oregano-resto-cafe-24-pallimukku/info,60,Casual Dining,"12midnight to 3am,730am to 12midnight...",Good,3.5,57
Aaharam,200,"South Indian,Kerala,Seafood",Kochi,Kaloor,https://www.zomato.com/kochi/aaharam-kaloor/info,60,Quick Bites,8am to 1am(Mon-Sun),Good,3.5,46
Caravan,250,"Ice Cream,Desserts",Kochi,Marine Drive,https://www.zomato.com/kochi/caravan-marine-drive/info,60,Dessert Parlor,11am to 12midnight(Mon-Sun),Good,3.8,54
Beirut Cafe,250,Arabian,Kochi,Aluva,https://www.zomato.com/kochi/beirut-cafe-aluva/info,60,Quick Bites,12noon to 12midnight(Mon-Sun),Very Good,4.3,53
Food Garden Family Restaurant,400,"North Indian,Chinese,South Indian",Kochi,Perumbavoor,https://www.zomato.com/kochi/food-garden-family-restaurant-perumbavoor/info,60,Quick Bites,11am to 12midnight(Mon-Sun),None,NEW,NEW
Cafe Dubai,400,"Arabian,Biryani,Chinese",Kochi,Kaloor,https://www.zomato.com/kochi/cafe-dubai-kaloor/info,60,Casual Dining,12noon to 1130pm(Mon-Sun),Good,3.7,75
Doner Kabab,400,"Arabian,Turkish",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/doner-kabab-panampilly-nagar/info,60,Quick Bites,12noon to 1130pm(Mon-Sun),Good,3.7,74
Dhippo,200,"Burger,Sandwich,Beverages",Kochi,Kakkanad,https://www.zomato.com/kochi/dhippo-kakkanad/info,60,Quick Bites,12noon to 12midnight(Mon-Sun),Good,3.8,63
Hotel Malabar,500,"Kerala,South Indian,North Indian,Chinese",Kochi,Nedumbassery,https://www.zomato.com/kochi/hotel-malabar-nedumbassery/info,60,Casual Dining,7am to 12midnight(Mon-Sun),Good,3.7,64
Marhaba Restaurant - Karukappilly,200,"South Indian,Chinese,Kerala",Kochi,Kaloor,https://www.zomato.com/kochi/marhaba-restaurant-karukappilly-kaloor/info,60,Quick Bites,8am to 12midnight(Mon-Sun),Good,3.6,18
Lil' America,1000,"Burger,American,Beverages,Fast Food,Desserts,Italian,Salad,Steak",Kochi,Kakkanad,https://www.zomato.com/kochi/lil-america-kakkanad/info,10,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.0,112
Upstairs,1200,"Italian,European",Kochi,Fort Kochi,https://www.zomato.com/kochi/upstairs-fort-kochi/info,10,Casual Dining,10am to 1030pm(Mon-Sun),Good,3.8,134
Star Malabar,300,Kerala,Kochi,Edappally,https://www.zomato.com/kochi/star-malabar-edappally/info,10,Quick Bites,8am to 10pm(Mon-Sun),Good,3.9,102
Sarovaram,500,"Kerala,South Indian,North Indian",Kochi,BTH Sarovaram-- Marad,https://www.zomato.com/kochi/sarovaram-marad/info,10,Quick Bites,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Very Good,4.1,198
Cochin Majlis,400,"Arabian,North Indian,Kerala,Chinese",Kochi,Edappally,https://www.zomato.com/kochi/cochin-majlis-edappally/info,10,Casual Dining,11am to 10pm(Mon-Sun),Good,3.5,192
Cane Home,250,Juices,Kochi,Palarivattom,https://www.zomato.com/kochi/cane-home-palarivattom/info,10,Beverage Shop,10am to 2am(Mon-Sun),Very Good,4.3,122
Nandanam Pure Vegetarian Restaurant,250,"Biryani,Beverages,South Indian,Chinese",Kochi,Kakkanad,https://www.zomato.com/kochi/nandanam-pure-vegetarian-restaurant-kakkanad/info,10,Casual Dining,7am to 1030pm(Mon-Sun),Good,3.7,160
Vaishnavi 39 Variety Dosa,1000,South Indian,Kochi,Kakkanad,https://www.zomato.com/kochi/vaishnavi-39-variety-dosa-kakkanad/info,10,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,129
Hotel Al-Ameen,200,Kerala,Kochi,Kakkanad,https://www.zomato.com/kochi/hotel-al-ameen-kakkanad/info,10,Casual Dining,10am to 10pm(Mon-Sun),Good,3.7,206
Rappai's Restaurant,250,"Kerala,Chinese",Kochi,Palarivattom,https://www.zomato.com/kochi/rappais-restaurant-palarivattom/info,10,Casual Dining,5am to 11pm(Mon-Sun),Good,3.7,195
Mel-b's,300,"Fast Food,Burger,Beverages",Kochi,Vyttila,https://www.zomato.com/kochi/mel-bs-vyttila/info,10,Quick Bites,11am to 12midnight(Mon-Sun),Very Good,4.0,155
Ambiswamy's,400,South Indian,Kochi,Elamkulam,https://www.zomato.com/kochi/ambiswamys-elamkulam/info,10,Casual Dining,8am to 1030pm(Mon-Sun),Very Good,4.0,163
Frozen Bottle,400,"Beverages,Desserts,Ice Cream",Kochi,Ravipuram,https://www.zomato.com/kochi/frozen-bottle-ravipuram/info,10,Beverage Shop,11am to 11pm(Mon-Sun),Very Good,4.0,77
